close,date,high,low,open,quoteVolume,volume,weightedAverage
3.8578756,1483729200,3.8578756,3.81569325,3.81569325,6.31780357,24.10690889,3.81571041
3.82800166,1483731000,3.8578756,3.82800166,3.8578756,336.99216858,1290.40829052,3.8291937
3.82800166,1483732800,3.82800166,3.82800166,3.82800166,0,0,3.82800166
3.82800166,1483734600,3.84,3.82800166,3.82800166,49.92926281,191.12930648,3.82800177
3.88824915,1483736400,3.88824941,3.82800175,3.82800175,3.58226978,13.90419926,3.88139367
3.80139219,1483738200,3.87157056,3.80139219,3.87157054,13.42419937,51.26869721,3.81912513
3.80500001,1483740000,3.83949999,3.80487586,3.80487586,3.95531299,15.05016634,3.80505066
3.80500011,1483741800,3.80500011,3.805,3.805,70.6926828,268.98565872,3.805
3.80500011,1483743600,3.80500011,3.80500011,3.80500011,0,0,3.80500011
3.8445,1483745400,3.8445,3.80487585,3.80487585,52.55465525,200.16298555,3.80866327
3.8645,1483747200,3.8645,3.8445,3.8445,14.74763822,56.8183411,3.85270782
3.86449961,1483749000,3.8645,3.82660735,3.8645,3.7743132,14.58494361,3.86426426
3.82995687,1483750800,3.82995687,3.82995687,3.82995687,0.02348991,0.08996534,3.82995687
3.80000001,1483752600,3.84451587,3.8,3.82994475,108.8274675,413.69426176,3.80137727
3.66448716,1483754400,3.82169816,3.66448716,3.80000001,880.02580789,3241.44484156,3.68335202
3.66,1483756200,3.71956098,3.66,3.71561615,286.26952908,1048.18282538,3.66152425
3.74699854,1483758000,3.74699862,3.65600007,3.71099598,31.65309095,117.33056476,3.70676484
3.71699672,1483759800,3.71699672,3.65,3.65,105.8794076,393.15950967,3.71327643
3.65,1483761600,3.65,3.65,3.65,1.79857938,6.56481473,3.65
3.64,1483763400,3.65,3.64,3.65,57.70445747,210.43319876,3.64674078
3.64,1483765200,3.64,3.64,3.64,0,0,3.64
3.6419001,1483767000,3.6419001,3.6419001,3.6419001,19.02440553,69.2849844,3.6419001
3.64160008,1483768800,3.64200001,3.64160008,3.642,3.38842883,12.34004453,3.64181901
3.70111955,1483770600,3.70111956,3.70111955,3.70111955,0.78790654,2.9161363,3.70111955
3.64888889,1483772400,3.64999,3.64888889,3.64999,0.40327765,1.4719587,3.64998831
3.68699996,1483774200,3.68699996,3.64888891,3.64888891,4.32507609,15.81554894,3.65670999
